Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Final A,3,Potomac Boat Club,6:27.613,"Meier, Cameron",,"Clements, Peter",,"Boosman, Wessel","CULBERT, AUGUST","Rogers, Patrick","Labonski, Caleb","Sullivan, Alexander",,387.613
2025,79,Copley Cup,Men's Varsity 8+ Copley Collegiate Cup Invitational,Final,2,Potomac Boat Club,6:18.720,"Tompkins, Miranda","Clements, Peter","CULBERT, AUGUST","Labonski, Caleb",,,"Boosman, Wessel","Sullivan, Alexander","Rogers, Patrick",,378.72
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 4,3,St. Mark's School of Texas,6:29.829,,"Lee, Linyang","Kraus, Elijah","Lance, Hewes",,,,,"McGowan, Ian",,389.829
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 2,3,Potomac Boat Club,7:29.766,"Carter, Ashley","Larose, Sarah","Farris, Phoebe","Aberle, Grace","Carney, Elizabeth","Olin, Emily","Penner, Jacqueline","Nash, Kathryn","Gluntz, Alexandra",,449.766
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 1,2,Marina Aquatic Center Junior Rowing,6:40.582,,"RAKOTA, ANTHONY","Meyer, Declan","Nelson, Charles",,,,,"Prestine, Mateo",,400.582
2025,67,,Women's Youth 8+,Final B,2,Marina Aquatic Center Junior Rowing,7:44.256,"Roth, Sloane","Myrose, Avery","Jacob, Dylan","Derse, Elodie Grace","Ryan-Shirley, Alexa Rose","Mozenter, Mia","Digilio, Ella","Ward, Jacqueline","Demorest, Jocelyn",,464.256
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final B,4,Marina Aquatic Center Junior Rowing,7:19.001,"Zolkin, Tatum","Arimoto, Isaac","Scaduto, Mario","Gardner, Theodore","Spearman, Asher","Greenblatt, Asher","Kosinski, Julian","McZeal, Jaaziah","Perttula, Lukas",,439.001
2025,23,,Men's U16 4X+,Final,3,Marina Aquatic Center Junior Rowing,8:01.839,"Andersen, James","Koven, Benjamin","Andersen, Balthazar","Schlumberger, Lucas",,,,,"Henry, Nolan",,481.839
2025,9,Jack Buchanan Memorial Trophy,Men's Masters A 8+ Jack Buchanan Memorial Trophy (27-35) ,Final,1,Potomac Boat Club,6:18.034,"Meier, Cameron","Clements, Peter","Wrenn, Paul","Menzenski, Joseph","Boosman, Wessel","CULBERT, AUGUST","Jones, Andrew","Rogers, Patrick","Sullivan, Alexander",,378.034
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 2,7,Texas Rowing Center,6:36.275,"Morgan, Aubrey","Escobar, Edwin","Anderson, John","Robinson, Craig","Ellis, Philip","Frey, Fred","Minzenmayer, Brian","Bolton, Scott","Meiske, Erich",,396.275
2025,29,,Men's Youth B 4X,Final A,2,Texas Rowing Center,6:34.764,,"Campanell, Nico","Bilbe, Holden","GRIFFIN, JAMES",,,,,"Grantham, Fletcher",,394.764
2025,28,,Women's Youth B 4X,Final A,5,Texas Rowing Center,7:34.167,,"Brotman, Ella","Kinzy, Natasa","Pierce, Giuliana",,,,,"Stromberger, Margaret",,454.16700000000003
2025,39,,Women's Collegiate B 4+ ,Final B,3,Sacramento State,8:33.589,"Keith, Savannah","Lopez, Emily","Garcia, Eliana","Mannerino, Lauren",,,,,"Hallums, Emma",,513.5889999999999
2025,7,,Men's Masters Club 4X,Heat 1,2,Long Beach Rowing Association,6:53.262,,"Long, Michael","Vance, Kevan","Hasenyager, Paul",,,,,"O'Toole, Thomas",,413.262
2025,7,,Men's Masters Club 4X,Final,4,Long Beach Rowing Association,6:37.836,,"Long, Michael","Vance, Kevan","Hasenyager, Paul",,,,,"O'Toole, Thomas",,397.836
2025,1,,Mixed Masters Club 8+,Final A,3,Long Beach Rowing Association,6:38.445,"Schrader, Judy","Mowery, Michelle","Miller, Valerie","Pagnanelli, Chris","Steege, Christopher","Curwen, Thomas","Pagnanelli, James","Ballough, Rebecca","Steege, Brandi",,398.445
2025,1,,Mixed Masters Club 8+,Heat 1,2,Long Beach Rowing Association,7:07.827,"Schrader, Judy","Mowery, Michelle","Miller, Valerie","Pagnanelli, Chris","Steege, Christopher","Curwen, Thomas","Pagnanelli, James","Ballough, Rebecca","Steege, Brandi",,427.827
2025,5,,Women's Masters D 8+ (50-54),Final,4,Los Angeles Rowing Club,9:06.685,"Marrujo, Ruby","Raymond, Anthea","Cardone, Liz","Daniels, Nicole","Ciccone, Mariela","Tarissi De Jacobis, Alessandra","Dalgic, Tiffany","Joseph, Allyson","Starostina, Tatiana",,546.685
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Prelim,4,"Community Rowing, Inc.",8:07.492,"kelley, charlotte","Farrell, Paul","edwards, Winthrop John","Bedard, Marcel","Yoo, Chris","Bayko, Rick","Schwarzer, Franklin","Leonardo, Thomas","Hudanich, John",,487.492
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 1,3,Lake Union Crew,7:34.079,"Alston, Bryan","Sternberg, Kristin","Weismann, Madeline","Grein, Margaret","Berner-Hays, Rachel","Snodgrass, Sarah","Kaarbo, Jessica","Hein, Nicole","Berner-Hays, Amy",,454.079
2025,77,Margi Fetter Graham Cup,Women's Masters C 8+ Margi Fetter Graham Trophy (43-49),Final,2,Marin Rowing Association,7:06.815,"Hamill, George","Cooper, Kerry","Dryer, Allison","Vlasach, Sara","Jett, Marianne","Ament, Alexandra","Rittenberry, Janece","Good, Paris","Keller, Kimberlie","Soares, Julio",426.815
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Final A,4,Sammamish Rowing Association,7:11.632,"Moseley, Jamie","Poltorak, Yulia","Johnston, Nancy","Akers, Jessica","Stansell, Kalini","Kartaltepe, Christen","Postlewait, Lauren","Andaker, Greta","Teschke, Jennifer",,431.632
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,4,Marin Rowing Association,7:20.597,"Skinner, Lily","Lavin, Anna","Einy, Niv","Kunney, Francesca","Anibale, Mia","schafer, margaret","Gardner, Ella Grace","Nadjibi, Hannah","Popper, Sylvia",,440.597
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Prelim,2,University of California-Berkeley,6:40.023,"Jaffe, Sam","Jennings, Gabrielle","Lewerenz, Ella","Banks, Claire","Cox, Maddy","Brown, Annie","O’Sullivan, Allegra","Hoadley, Zara","Meskis, Miya",,400.023
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,3,Gonzaga University Crew,6:19.639,"Williams, Bradley","Serafin, Charles","Weyrauch, Patrick","Evenson, Haydon","Michalske, Benjamin","Loney, Cooper","McCarthy, Aidan","Urvater, Garrett","Blair, Trent",,379.639
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Final A,2,University of Washington,6:48.141,"Inouye, Taylor","Cronin, Audrey","Myers, Emily","Maycotte, Marin","Law, Caroline","Tyler, Samantha","Hahl, Annelise","Worthington, Grace","Bayer, Ella",,408.141
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Final A,4,USC Women's Rowing,6:45.652,"Ariathurai, Ellen","McMahan, Haleen","Cronin, Regan Mary","Garijo, Francesca","Karten, Julia","Pernas Rodriguez, Raquel","Meakin, Chiara","Korellis, Isabella","Barbier, Solange",,405.652
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final A,2,Gonzaga University Crew,6:01.497,"Dugan, Finn","Surface, Jack","Peter, Kendal","SCOTT, HUNTER","Kelly, Brendan","Finn, Tobias","Jorgensen, Matt","Smith, Tyler","Bunn, Eli","Gehn, Daniel",361.497
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final A,5,USC Women's Rowing,6:38.748,"Kirkorsky, Mia","DeLisle, Alexandra","Gyssels, Louise","Aceves, Olivia","Lysaker, Isabella","Amling, Chloe","Aron, Annabel","Endrekson, Gerli","Vasilyeva, Viktoryia",,398.748
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final A,6,USC Women's Rowing,7:35.882,"Pedone, IsaBella","Clifford, Maeve","Wilson, Olivia","Eamer, Grace",,,,,"George, Kirstin",,455.882
2025,29,,Men's Youth B 4X,Final B,5,River City Rowing Club,7:40.741,,"Bloom, Max","Cox, Leo","Rogers, Elijah",,,,,"Millwee, Chace",,460.741
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final B,1,Rowing Club of the Woodlands,6:53.691,,"Gomez Medrano, Mariano","McCoy, Graham","Godin, Harry",,,,,"Barnes, Liam","Kelvin, Richard",413.69100000000003
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 3,3,Rowing Club of the Woodlands,6:34.256,,"Gomez Medrano, Mariano","McCoy, Graham","Godin, Harry",,,,,"Barnes, Liam","Kelvin, Richard",394.256
2025,29,,Men's Youth B 4X,Heat 1,4,Maritime Rowing Club,6:44.521,,"Robertson, Jacob","Kolarich, Maksim","kambas, theo",,,,,"Aluf-Medina, Tal","Vengerovskiy, YAN",404.521
2025,25,,Men's U17 4X,Prelim,2,Maritime Rowing Club,6:42.610,,"Quaglino, Andrew","McGillion-Moore, Charles","Yang, Alex",,,,,"Crotty, Declan","Rauchfuss, Laura",402.61
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final A,4,River City Rowing Club,6:29.821,,"Chen, Owen","Martinez-Vaughan, Diego","Keys, Atticus",,,,,"Davids, Benjamin",,389.821
2025,67,,Women's Youth 8+,Heat 3,2,River City Rowing Club,7:16.608,"Sipanya-Wallace, Saliah","Nordberg, Maya","Riddle, Nora","Lyons, Jacqueline","O'Brien, Gwyneth","Green, Isabelle","Grossman, Lilah","Aue, Louisa","Schult, Sophia",,436.608
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 2,1,Seattle Preparatory School,6:28.914,,"Kruse, Andrew","Tilghman-Havens, Joseph","McDonald, Joseph",,,,,"Yeatman, Carter",,388.914
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 1,3,Washington State University Women's Rowing,6:30.227,"Lichvarcik, Vera","Talbot, Elsie","Schneider, Jessica","Janecek, Izabela","Todhunter, Freddy","Snow, Siena","Thompson, Harriet","Patten, Amy","Steltman, Saskia",,390.227
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Final A,3,UCLA Women's Rowing,7:18.201,"Southwick, Ruby","Kraski, Adella","Serov, Natalia","Atkinson, Anne","Jon, Alina","Freeman, Maia","Mininger-Clark, Zola","Singer, Anaiya","Myint, Katelyn",,438.201
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Prelim,3,UCLA Women's Rowing,7:09.018,"Southwick, Ruby","Kraski, Adella","Serov, Natalia","Atkinson, Anne","Jon, Alina","Freeman, Maia","Mininger-Clark, Zola","Singer, Anaiya","Myint, Katelyn",,429.01800000000003
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 1,4,Washington State University Women's Rowing,7:00.739,"Nagy, Phoebe","Jachymek, Isabella","Munro, Lucy","Elliott, Fiona","Kadir, Elle","Johansen, Lis Ana","Proberts, Jaeve","van Leeuwen, Megan","Eden, Samantha",,420.739
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 2,4,Washington State University Women's Rowing,7:40.826,"Torres, Sara","Town, Emery","Delavoye, Isabelle","Johnson, Tannith",,,,,"Tuley, Makayla",,460.826
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,4,University of California - Davis Crew,6:42.223,"Crisp, Rosaly","Poojary, Varun","Barrick, Ryan","Bennett, Evan","Radovic, Jovan","Papell, Andru","Cohen, Nathaniel","Daugherty, Jack","Carbo, Penn",,402.223
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 2,2,University of California - Davis Crew,6:12.812,"Richardson, Katherine","Rizk, Reid","North, Brandon","Lewis, James","Young, Nash","Hoffmann, Edward","Hermes, Evan","Boyle, Liam","Stratigos, Nikolas",,372.812
2025,39,,Women's Collegiate B 4+ ,Final A,1,University of Washington,7:27.541,"Murdock, Olivia","Wilson, Scout","Dessart, Alexandra","Sand, Sofia",,,,,"Young, Margaret",,447.541
2025,39,,Women's Collegiate B 4+ ,Heat 1,1,University of Washington,7:23.022,"Wu, Elisabeth","Comerford, Niamh","Martin, Camille","Suhinin, Sofia",,,,,"Bollag, Carmel",,443.022
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 2,3,Newport Aquatic Center,7:11.109,"Zunzunegui, Zulema","Espinosa, Ella Lin","Steege, Jade","Karnick, Lexie","Wainberg, Evan","Kelly, Kimora","Tadeo, Sophia","Beary, Helen","Aceves, Sydney",,431.109
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final A,1,Newport Aquatic Center,7:21.485,"Golvelker, Sanika","Winfield, Kyla","Freijo, Isabela","Belasco, Sophia","Renger, Elizabeth","Ardelean, Giuliana","Galipeau, Clara","Aminian, Sophia","Cheng, Gianna",,441.485
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final A,3,Newport Aquatic Center,6:26.388,"Vidali, Allegra","Smith, Lukas","Ataian, Joobin","Kane, Paden","Wendenburg, Tristan","McCarthy, William","Murphy, Kellan","Hicks, Ethan","Martinez, Sherman",,386.388
2025,8,,Women's Masters Club 4X,Heat 1,6,Newport Aquatic Center,8:50.543,,"Leavell, Wendy","McLoughlin, Nancy","Fascella, Cynthia",,,,,"Badheka, Shauna",,530.543
2025,8,,Women's Masters Club 4X,Final B,3,Newport Aquatic Center,8:24.518,,"Leavell, Wendy","McLoughlin, Nancy","Fascella, Cynthia",,,,,"Badheka, Shauna",,504.51800000000003
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 2,4,"Oakland Strokes, Inc.",7:34.328,"Shahsavari, Laila","Arno, Piper","DESHPANDE, Ritika","Miller, Mackenzie","Hasten, Violet","Van Every, Georgia","Hondrogen, Demeter","Young, Paige","Callaway, Amelia",,454.328
2025,70,,Men's U17 8+,Prelim,3,Newport Aquatic Center,6:31.086,"McGreevy, Ella","Reznik, Michael","Wickstrom, Jack","Cernok, Grant","Bielen, Robert","Partnoff, William","Greenberg, Julian","Price, Milo","Zunzunegui, Elias","Teisan, Jordan",391.086
2025,70,,Men's U17 8+,Final A,4,Newport Aquatic Center,6:44.792,"McGreevy, Ella","Reznik, Michael","Wickstrom, Jack","Cernok, Grant","Bielen, Robert","Partnoff, William","Greenberg, Julian","Price, Milo","Zunzunegui, Elias","Teisan, Jordan",404.79200000000003
2025,28,,Women's Youth B 4X,Heat 2,3,Redwood Scullers/PACJC,7:30.035,,"Sanders, Sidra","Taner, Charis","Hansen, Sidney",,,,,"Lewis, Verity",,450.035
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Prelim,4,Redwood Scullers/PACJC,7:54.249,"Lam, Maggie","Mathur, Anvi","Turner, Tallulah","Hattori, Arabella",,,,,"Staley, Ayla",,474.249
2025,29,,Men's Youth B 4X,Heat 2,1,Redwood Scullers/PACJC,6:40.129,,"Grasman, D","Wood, William","Kanteti, Aditya Narayan",,,,,"Mathur, Abhishek",,400.129
2025,25,,Men's U17 4X,Final,4,Los Gatos Rowing Club,7:13.498,,"Boublik-Whiteley, Jack","Stulski, David","Harman, Brooklyn",,,,,"Marble, Nathan","LaScola, Trevor",433.498
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 1,3,Los Gatos Rowing Club,6:11.247,"Cherlopalle, Kyra","Brown, Cameron","Chiu, Kealan","Della Ratta, Nico","Dalesio, Victor","O'Brien, Milton","Weinstein, Julian","Dischler, Theodore","McInerney, Declan","Walker, Channing",371.247
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Prelim,2,Los Gatos Rowing Club,6:34.106,"Stokes, Simon","Swarnapuri, Yash","Potapov, Alexander","Rostamabadi, Nick","Tufts, Henry","Habrat, Simon","Monk, Henry","Theakanath, Anthony","Habrat, Victor","LaScola, Trevor",394.106
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final A,6,"Oakland Strokes, Inc.",7:25.662,"Joshi, Samyra","Gohres, Daisy","Jaffe, Harper","Walsh, Carly","MacDonald, Lyla","Ghoshal, Sephali","Murray, June","Arroyo, Alexis","Strub, Dahlia",,445.662
2025,1,,Mixed Masters Club 8+,Heat 2,2,Los Gatos Rowing Club,7:17.626,"Cherlopalle, Kyra","Spaulding, Tiffany","Hayes, Mary","Martin, Kate","Buendia, Eby","Kelm, John","Tagalog, Sylvio","McNamara, Ryan","McLuhan, Graham","Debellis, Rudy",437.626
2025,75,Kearney Johnston Memorial Cup,Women's Masters E 8+ Kearney Johnston Cup (55-59) ,Final,5,Los Gatos Rowing Club,7:53.106,"O'Connor, S. A.","Wespi, Rita","Reekie, Shirley","Lopez, Rose","Hayes, Mary","Martin, Kate","Buendia, Eby","Spaulding, Tiffany","Timpe, Amy","Debellis, Rudy",473.106
2025,13,Campland on the Bay Trophy,Women's Masters F 8+ Campland on the Bay Trophy (60-64) ,Final,2,"ZLAC Rowing Club, LTD",8:26.543,"Park-Kim, Lea","Long, Katherina","Phair, Julie","Alcock, Meredith","North, Julianne","Clark, Audrey","Asper, Debra","Klaiber, Marcia","Meksto, Sheri",,506.543
2025,1,,Mixed Masters Club 8+,Final B,3,San Diego Rowing Club,8:01.794,"Aguirre, Alondra","Orozco Cronin, Patti","Mallis, Tara","Lee, John","Luik, Shannon","Ferdinando, Mahinda","Rasheed, Alaina","Galante, Alberto","Straus, Samuel",,481.794
2025,76,Stewards Cup,Men's Masters E 8+ Stewards Cup (55-59) ,Final,6,San Diego Rowing Club,7:21.551,"Hinchcliff, Kate","Tombesi, Paolo","Reed, Terry","Galante, Alberto","Butler, Hunter","Mounier, Scott","Foss, Willard","De Jong, Jan","Burns, Seth",,441.551
2025,49,,Womens PR3 2x,Final,0,San Diego Rowing Club,0.000,,"Bouman, Mahaila",,,,,,,"Bigler, Gabriella",,0
2025,67,,Women's Youth 8+,Final A,2,"Saugatuck Rowing Club, LLC",6:51.518,"Casano, Madeline","Cochran, Sophie","Bryan, Phoebe","Seymour, Charlotte","Cowan, Alexandra","Kirt, Clementine","Lundberg, Delaney Rose","Speller, Maddie","Martin, Sofia","O'Hara, Mike",411.51800000000003
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 1,3,University of Notre Dame Women's Rowing,7:43.899,"Abbott, Margaret","Hartzell, Grace","Tessen, Elizabeth","Macy, Claire",,,,,"Louser, Sara",,463.899
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 2,4,University of Notre Dame Women's Rowing,6:49.928,"Collins, Grace","Fister, Maya","Quinn, Scarlett","Clavi, Julia","Conway, Grayson","Barth, Nora","carroll, michaela","Hackett, Molly","Johnson, Caroline",,409.928
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,2,University of San Diego,6:14.951,"Lee, Nick","Hamada, Kacen","Domingo, Aiden","Park, Owen","Mulkerrins, Colin","Altamura, Marco","Corfey, Jacob","Luehrman, Blake","Tortella, Joseph",,374.951
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 2,4,University of Notre Dame Women's Rowing,6:36.978,"Wallis, Annmarie","Crook, Lily","Newell, Margaret","Hopsicker, Emma","FRENCH, COURTNEY","Steinki, Christina","Haney, Amelia","Gamble, Neev","Hoefer, Natalie",,396.978
2025,39,,Women's Collegiate B 4+ ,Heat 2,5,University of San Diego,8:03.475,"Pacheco, Ayla","Sequeira, Coco","Oxman, Esme","McGee, Annie",,,,,"Quirk, Sophia",,483.475
2025,7,,Men's Masters Club 4X,Heat 2,4,Lake Merritt Rowing Club,7:36.821,,"Golab, Alden","Dekoninck, Kilian","Hillyard, Chris",,,,,"Gallagher, Richard","Aiello, Alexis",456.821
2025,88,,Women's Masters 4x Foundation Challenge Dash,Final,1,San Diego Rowing Club,2:05.174,,"Roth, Lisa","St. Aubin Vehar, Donna","Gillis, Pauline",,,,,"Dekker Sanchez, Sheree",,125.174
2025,73,Presidents Trophy,Men's Masters B 8+ Presidents Trophy (36-42) ,Final,1,San Diego Rowing Club,6:13.225,"Turner, Caitlin","Brayton, Douglas","Bastien, William","Day, Evan","Aparicio, Bernard","Schmidt, Gordon","FOSTER, STEPHEN","Farmer, Shane","Peszek, Tom",,373.225
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 1,3,San Diego Rowing Club,7:48.606,"Raisinghani, Priyanka","Steck, Camilla","Humphrey, Savannah","Hennigan, Elizabeth","Watson, Michaela","Bello, Eseosa","King, Katarina","Caplan, Louisa","Balog, Annika",,468.606
2025,45,,"Men's Masters H, I 8+ (70+)",Final,3,San Diego Rowing Club,9:05.767,"Spoor, Daniela","PARRISH, EDWARD","Dolotov, Alex","Johnson, Ralph","Heinrich, Richard","Brown, Bill","De Jong, Jan","Butler, Hunter","Armstrong, Brian",,545.767
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 1,2,San Diego Rowing Club,6:18.580,"Lowe, Avery","Campagna, Austin","Schmutz, Owen","Gossage, Mason","Day, Jacob","McAllister, Alexander","Akin, Hiro","Vidon, Thomas","Bonhomme, Alexandre",,378.58
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final A,5,San Diego Rowing Club,6:18.284,"Lowe, Avery","Campagna, Austin","Schmutz, Owen","Gossage, Mason","Day, Jacob","McAllister, Alexander","Akin, Hiro","Vidon, Thomas","Bonhomme, Alexandre",,378.284
2025,10,Duke Robinson Memorial Trophy,Women's Masters A 8+ Duke Robinson Memorial Cup (27-35) ,Final,4,San Diego Rowing Club,7:26.961,"Sheffler, Catherine","Talbot, Julie","Robinson, Cassandra","Minteer, Ellen","Posson, Hannah","Kaleta, Mary","Dahl, Maura","Botterill, Clare","Ahlman, Samantha",,446.961
2025,8,,Women's Masters Club 4X,Heat 1,3,San Diego Rowing Club,8:19.374,,"Hartman, Arlene","Muenzen, Barbara","Warncke, Janet",,,,,"Ewing, Mary",,499.374
2025,67,,Women's Youth 8+,Heat 4,1,San Diego Rowing Club,7:06.584,"Rumel, Lindy","Bentinck, Francesca","Carr, Francine","Moe, Abigail","Steinmeier, Grace","Rebeiz, Marie","Johnson, Katelyn","Long, Savannah","Yi, Rachel",,426.584
2025,7,,Men's Masters Club 4X,Heat 2,2,San Diego Rowing Club,6:31.348,,"Day, Evan","Vegar, Stan","Burns, Seth",,,,,"Peszek, Tom",,391.348
2025,77,Margi Fetter Graham Cup,Women's Masters C 8+ Margi Fetter Graham Trophy (43-49),Final,3,San Diego Rowing Club,7:07.709,"Switzer, Lex","Stortvedt, Rachel","Walther, Suzanne","Foster, Alexandra","Carle, Stesha","Kaleta, Mary","Scovel, Sally","Czajkowski, Katrine","Nielsen, Michelle",,427.709
2025,7,,Men's Masters Club 4X,Heat 1,4,San Diego Rowing Club,7:49.469,,"Tombesi, Paolo","De Jong, Jan","Reed, Terry",,,,,"Mounier, Scott",,469.469
2025,85,,Men's Masters 8+ Foundation Challenge Dash,Final,0,San Diego Rowing Club,1:36.537,"Turner, Caitlin","Botterill, Clare","Drummond, William","Yakubov, Dmitriy","Stroud, Lucas","Aparicio, Bernard","FOSTER, STEPHEN","Farmer, Shane","Peszek, Tom",,96.537
2025,3,,Mixed Masters Club Novice 8+,Final,1,Bair Island Aquatic Center (BIAC),8:10.308,"Werner, Randy","Lin, Sherry","Yuan, Grace","Gee, Sophia","Jacobson, Diane","Mohammad, Khasimul","Friebel, Daniel","Lessard, Lisa","Hayes, Tamika","Bonnici, Charles",490.308
2025,39,,Women's Collegiate B 4+ ,Final B,2,University of San Diego,8:31.669,"Pacheco, Ayla","Sequeira, Coco","Oxman, Esme","McGee, Annie",,,,,"Quirk, Sophia",,511.669
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,2,University of San Diego,6:18.756,"Lee, Nick","Hamada, Kacen","Domingo, Aiden","Park, Owen","Mulkerrins, Colin","Altamura, Marco","Corfey, Jacob","Luehrman, Blake","Tortella, Joseph",,378.756
2025,39,,Women's Collegiate B 4+ ,Final A,4,University of Notre Dame Women's Rowing,7:52.507,"Cottingham, Nicolette","Smith, Lillian","O'Grady, Lauren","Kahl, Anna",,,,,"Gordon-Brown, Victoria",,472.507
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 2,1,"Saugatuck Rowing Club, LLC",6:52.778,"Yu, Sora","Weitz, Kate","Fosdick, Mackenzie","Leon, Mina","Baker, Grace","Zajac, Caroline","Proctor, Carolina","Frascella, Alice","Makmale, Hannah",,412.778
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final A,1,"Saugatuck Rowing Club, LLC",7:04.274,"Yu, Sora","Weitz, Kate","Fosdick, Mackenzie","Leon, Mina","Baker, Grace","Zajac, Caroline","Proctor, Carolina","Frascella, Alice","Makmale, Hannah",,424.274
2025,8,,Women's Masters Club 4X,Heat 2,3,Lake Washington Rowing Club,7:35.714,,"Johnson, Kelly","Ricci, Meghan","Northey, Megan",,,,,"Wong, Rachel","Thomas, Jennifer",455.714
2025,74,Fred and Patricia Rickon Memorial Trophy,Women's Masters B 8+ Fred and Patricia Rickon Memorial Cup (36-42) ,Final,1,"ZLAC Rowing Club, LTD",7:11.330,"Bannister, Caitlyn","Valentine, Alexandra","Partridge, Brittany","Ferguson, Tanya","Farnan, Anna","Fane, Molly","Jambrecic, Ivona","Guy, Savonia","Barnes, Helen",,431.33
2025,8,,Women's Masters Club 4X,Final A,1,Bair Island Aquatic Center (BIAC),6:56.414,,"Brown, Izzie","Perry, Renata","Wienbar, Sharon",,,,,"O'Leary, Meghan","Flynn, Chris",416.414
2025,10,Duke Robinson Memorial Trophy,Women's Masters A 8+ Duke Robinson Memorial Cup (27-35) ,Final,2,"ZLAC Rowing Club, LTD",7:19.002,"Carpenter, Lori","Kimmel, Samantha","Dowson, Madison","Diano, Melissa","Qin, Cindy","Scholz-Swanson, Melissa","Farnan, Anna","Fane, Molly","Jambrecic, Ivona",,439.002
